http://placement.iitk.ac.in/pas/student/company_profiles/574?v=1476896685, S.S.Userworks Technologies Pvt Ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/570?v=1476896485, ASC Infratech,
http://placement.iitk.ac.in/pas/student/company_profiles/566?v=1476896126, SumTotal Systems India Pvt Ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/562?v=1476895097, Sigmoid,
http://placement.iitk.ac.in/pas/student/company_profiles/553?v=1476894018, Ericsson Global Services India,
http://placement.iitk.ac.in/pas/student/company_profiles/545?v=1476894004, GE Digital,
http://placement.iitk.ac.in/pas/student/company_profiles/550?v=1476893605, Vizury Interactive Solutions,
http://placement.iitk.ac.in/pas/student/company_profiles/549?v=1476893269, GWYNNIE BEE INDIA PVT. LTD.,
http://placement.iitk.ac.in/pas/student/company_profiles/547?v=1476891961, Axtria India Pvt. Ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/544?v=1476887059, Microsoft India,
http://placement.iitk.ac.in/pas/student/company_profiles/542?v=1476812098, Tata Motors Ltd.,
http://placement.iitk.ac.in/pas/student/company_profiles/541?v=1476811679, Uber India Systems Private Limited,
http://placement.iitk.ac.in/pas/student/company_profiles/533?v=1476805772, NetApp Inc.,
http://placement.iitk.ac.in/pas/student/company_profiles/532?v=1476804405, WorldQuant Research (India) Private Limited,
http://placement.iitk.ac.in/pas/student/company_profiles/529?v=1476443453, McKinsey & Company,
http://placement.iitk.ac.in/pas/student/company_profiles/522?v=1476354271, Indeed India Operations Pvt Ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/521?v=1476353577, Honeywell Technologies Solution,
http://placement.iitk.ac.in/pas/student/company_profiles/517?v=1476268138, Tesco Bengaluru,
http://placement.iitk.ac.in/pas/student/company_profiles/515?v=1475836033, Systemantics India,
http://placement.iitk.ac.in/pas/student/company_profiles/511?v=1475514174, Qualcomm,
http://placement.iitk.ac.in/pas/student/company_profiles/510?v=1475319916, IBM Research,
http://placement.iitk.ac.in/pas/student/company_profiles/507?v=1475315700, Adobe Systems,
http://placement.iitk.ac.in/pas/student/company_profiles/506?v=1475232517, Juniper Networks India Pvt. Ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/497?v=1474708674, FORD,
http://placement.iitk.ac.in/pas/student/company_profiles/495?v=1474633969, GE India,
http://placement.iitk.ac.in/pas/student/company_profiles/492?v=1474468134, VMWare Software India Pvt Ltd.,
http://placement.iitk.ac.in/pas/student/company_profiles/486?v=1474188198, Dr.Reddy’s Laboratories ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/485?v=1472896505, Bosch Limited,
http://placement.iitk.ac.in/pas/student/company_profiles/483?v=1472894277, Texas Instruments,
http://placement.iitk.ac.in/pas/student/company_profiles/481?v=1472890945, Sprinklr Solutions Pvt Ltd,
http://placement.iitk.ac.in/pas/student/company_profiles/478?v=1472834466, Samsung Delhi,
